"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 23, 2009","139.18","139.18","139.18","139.18","0","-0.05"
"Nov 20, 2009","139.25","139.23","139.56","139.19","29.54K","0.00"
"Nov 19, 2009","139.25","139.30","139.41","139.16","29.03K","-0.04"
"Nov 18, 2009","139.30","139.20","139.33","139.13","20.28K","0.06"
"Nov 17, 2009","139.21","138.86","139.28","138.84","26.54K","0.25"
"Nov 16, 2009","138.86","138.87","138.94","138.73","23.27K","-0.01"
"Nov 13, 2009","138.88","138.48","139.02","138.46","41.79K","0.28"
"Nov 12, 2009","138.49","137.85","138.51","137.76","48.67K","0.46"
"Nov 11, 2009","137.86","137.55","137.92","137.51","31.13K","0.23"
"Nov 10, 2009","137.55","137.37","137.61","137.32","32.47K","0.12"
"Nov 09, 2009","137.38","137.55","137.64","137.29","25.44K","-0.13"
"Nov 06, 2009","137.56","137.59","137.69","137.47","21.24K","-0.03"
"Nov 05, 2009","137.60","137.96","137.97","137.54","32.51K","-0.26"
"Nov 04, 2009","137.96","138.28","138.29","137.92","25.41K","-0.22"
"Nov 02, 2009","138.27","137.99","138.29","137.87","26.90K","0.20"
"Oct 30, 2009","137.99","138.01","138.13","137.75","24.15K","-0.01"
"Oct 29, 2009","138.00","137.67","138.00","137.65","32.35K","0.24"
"Oct 28, 2009","137.67","137.86","137.98","137.64","33.41K","-0.14"
"Oct 27, 2009","137.86","137.98","138.11","137.82","32.19K","-0.09"
"Oct 26, 2009","137.99","138.27","138.27","137.93","29.47K","-0.23"
"Oct 23, 2009","138.31","138.37","138.47","138.14","34.76K","-0.05"
"Oct 22, 2009","138.38","138.71","138.71","138.25","40.44K","-0.22"
"Oct 21, 2009","138.69","138.63","138.79","138.63","21.19K","0.05"
"Oct 20, 2009","138.62","138.81","138.83","138.60","26.68K","-0.15"
"Oct 19, 2009","138.83","138.88","138.99","138.75","20.68K","-0.04"
"Oct 16, 2009","138.88","139.04","139.08","138.78","23.15K","-0.12"
"Oct 15, 2009","139.05","139.20","139.22","138.90","35.43K","-0.09"
"Oct 14, 2009","139.18","139.09","139.29","139.08","18.20K","0.06"
